epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.7395,0.48805,0.48341,3.52556,0.81697,0.00337,0.96078,0.60533,0.50838,0.00345,0.97549,0.60815,0.57238,0.43039,0.49022,3.64953,0.79624,0.00048343,0.00048343,0.00048343
2,49.0988,0.48878,0.27743,2.37583,0.83304,1,0.31101,0.89956,0.81794,1,0.31101,0.89961,0.8735,0.4051,0.21663,3.13443,0.82345,0.000973793,0.000973793,0.000973793
3,70.6763,0.49219,0.2909,2.02085,0.84648,0.91434,0.58075,0.96063,0.86609,0.91434,0.58075,0.96543,0.94556,0.40602,0.2043,2.3565,0.83483,0.00145425,0.00145425,0.00145425
4,91.4983,0.45823,0.26373,1.52814,0.83816,0.85899,0.85407,0.86479,0.79398,0.85458,0.85628,0.86504,0.85518,0.47927,0.20314,1.59024,0.84351,0.00161749,0.00161749,0.00161749
5,112.466,0.45247,0.25206,1.43382,0.84057,0.96628,0.99841,0.995,0.94322,0.96628,0.99841,0.995,0.95226,0.34272,0.25385,0.90989,0.8027,0.00160099,0.00160099,0.00160099
6,133.399,0.43539,0.23131,1.18797,0.82037,0.99823,1,0.995,0.92891,0.99823,1,0.995,0.97984,0.34452,0.17278,0.68566,0.80219,0.00158448,0.00158448,0.00158448
7,152.041,0.42939,0.2395,1.038,0.82935,0.99763,1,0.995,0.97458,0.99763,1,0.995,0.98533,0.29486,0.15928,0.39775,0.79616,0.00156798,0.00156798,0.00156798
8,173.02,0.40053,0.24235,0.86777,0.83085,0.92159,0.96725,0.94877,0.93439,0.92159,0.96725,0.94877,0.93775,0.25546,0.17749,0.41148,0.79275,0.00155148,0.00155148,0.00155148
9,194.136,0.38152,0.22193,0.77583,0.81878,0.95724,0.98612,0.995,0.97465,0.95724,0.98612,0.995,0.97877,0.28634,0.1724,0.36671,0.79175,0.00153497,0.00153497,0.00153497
10,215.548,0.37425,0.20221,0.73299,0.81817,0.97183,1,0.99431,0.96601,0.97183,1,0.99431,0.99113,0.28133,0.16615,0.34519,0.79131,0.00151847,0.00151847,0.00151847
11,236.251,0.38159,0.20925,0.63927,0.81188,0.99881,1,0.995,0.96889,0.99881,1,0.995,0.97843,0.26386,0.1568,0.29198,0.78918,0.00150197,0.00150197,0.00150197
12,256.326,0.35116,0.21252,0.58494,0.80584,0.99264,0.99064,0.995,0.97484,0.99264,0.99064,0.995,0.97847,0.26652,0.15547,0.34377,0.78531,0.00148546,0.00148546,0.00148546
13,277.328,0.33312,0.19863,0.5499,0.81375,0.98781,1,0.995,0.97535,0.98781,1,0.995,0.98245,0.24979,0.14827,0.38192,0.79268,0.00146896,0.00146896,0.00146896
14,294.202,0.32921,0.21318,0.49558,0.80819,0.99789,1,0.995,0.9904,0.99789,1,0.995,0.98778,0.24483,0.14998,0.2803,0.78667,0.00145246,0.00145246,0.00145246
