epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.837,0.44443,0.48936,3.17791,0.819,0.0035,1,0.97863,0.90307,0.0035,1,0.97863,0.97425,0.37707,0.2087,2.90864,0.78854,0.00041675,0.00041675,0.00041675
2,45.5205,0.45763,0.30653,2.19642,0.81906,1,0.38409,0.9159,0.79217,1,0.38409,0.94372,0.92809,0.50721,0.34271,3.00056,0.85486,0.000841753,0.000841753,0.000841753
3,64.5341,0.46438,0.29287,1.88468,0.83451,0.99353,1,0.995,0.88082,0.99353,1,0.995,0.83024,0.48399,1.38535,1.79739,0.8235,0.00125817,0.00125817,0.00125817
4,82.6935,0.52778,0.26289,1.6839,0.85273,0.93656,0.96498,0.9836,0.85673,0.93656,0.96498,0.9836,0.89117,0.52265,0.77409,1.35669,0.83782,0.00161749,0.00161749,0.00161749
5,100.55,0.45995,0.29092,1.5117,0.84032,0.99721,0.99061,0.99484,0.89284,0.99721,0.99061,0.99484,0.97266,0.48794,0.43196,1.18981,0.81978,0.00160099,0.00160099,0.00160099
6,118.115,0.43464,0.25271,1.31246,0.83697,0.99784,1,0.995,0.89105,0.99784,1,0.995,0.98877,0.4514,0.20909,0.98978,0.81633,0.00158448,0.00158448,0.00158448
7,135.612,0.43922,0.24165,1.15201,0.83675,0.99138,1,0.995,0.91353,0.99138,1,0.995,0.99456,0.43487,0.17078,0.95901,0.81601,0.00156798,0.00156798,0.00156798
8,152.086,0.41172,0.22505,0.9955,0.8341,0.99817,1,0.995,0.90386,0.99817,1,0.995,0.99092,0.41396,0.20528,0.69303,0.82315,0.00155148,0.00155148,0.00155148
9,178.69,0.414,0.22703,0.87538,0.83008,0.72557,0.66667,0.74892,0.62412,0.72557,0.66667,0.75476,0.69798,0.51147,0.28228,1.52883,0.8992,0.00153497,0.00153497,0.00153497
10,196.741,0.40827,0.21756,0.78092,0.84605,0.99829,1,0.995,0.90678,0.99829,1,0.995,0.99481,0.42843,0.17768,0.48563,0.81988,0.00151847,0.00151847,0.00151847
11,214.699,0.37773,0.22218,0.73875,0.83731,0.99773,1,0.995,0.9144,0.99773,1,0.995,0.99133,0.35535,0.1752,0.40632,0.80511,0.00150197,0.00150197,0.00150197
12,233.456,0.35718,0.211,0.66968,0.82073,0.99793,1,0.995,0.95151,0.99793,1,0.995,0.99457,0.34945,0.15691,0.44255,0.80783,0.00148546,0.00148546,0.00148546
13,252.339,0.35177,0.20202,0.62477,0.82,0.99761,1,0.995,0.95643,0.99761,1,0.995,0.99107,0.3518,0.15827,0.42888,0.83533,0.00146896,0.00146896,0.00146896
14,271.252,0.35606,0.19671,0.57853,0.83138,0.99878,1,0.995,0.94061,0.99878,1,0.995,0.9946,0.36366,0.14742,0.38635,0.813,0.00145246,0.00145246,0.00145246
15,289.634,0.3598,0.2103,0.55054,0.82136,0.99718,1,0.995,0.9621,0.99718,1,0.995,0.99256,0.31797,0.14758,0.43003,0.81729,0.00143595,0.00143595,0.00143595
16,305.46,0.32816,0.20988,0.48453,0.81836,0.9969,1,0.995,0.96253,0.9969,1,0.995,0.99195,0.30519,0.15492,0.38627,0.8193,0.00141945,0.00141945,0.00141945
17,324.567,0.33056,0.20357,0.45978,0.83123,0.99857,1,0.995,0.94867,0.99857,1,0.995,0.99247,0.29811,0.16052,0.35611,0.80825,0.00140295,0.00140295,0.00140295
18,342.778,0.31831,0.20598,0.43876,0.82237,0.99844,1,0.995,0.95852,0.99844,1,0.995,0.99213,0.30312,0.15118,0.39579,0.82991,0.00138644,0.00138644,0.00138644
19,361.328,0.30649,0.20401,0.42339,0.82408,0.9988,1,0.995,0.97294,0.9988,1,0.995,0.99255,0.26363,0.14729,0.34655,0.80445,0.00136994,0.00136994,0.00136994
20,380.019,0.30958,0.19406,0.39754,0.82867,0.9981,1,0.995,0.98083,0.9981,1,0.995,0.995,0.27058,0.14714,0.32843,0.80806,0.00135344,0.00135344,0.00135344
21,398.381,0.30409,0.20353,0.39024,0.81167,0.99852,1,0.995,0.98011,0.99852,1,0.995,0.99401,0.27214,0.13796,0.33291,0.81536,0.00133693,0.00133693,0.00133693
22,416.582,0.29856,0.19252,0.39668,0.80767,0.99857,1,0.995,0.97259,0.99857,1,0.995,0.99265,0.28121,0.14388,0.3372,0.81381,0.00132043,0.00132043,0.00132043
23,434.781,0.28986,0.17527,0.36798,0.81749,0.99874,1,0.995,0.98206,0.99874,1,0.995,0.99411,0.26395,0.14299,0.35237,0.82015,0.00130393,0.00130393,0.00130393
24,451.681,0.28834,0.17922,0.35722,0.8109,0.99821,1,0.995,0.97203,0.99821,1,0.995,0.99433,0.26603,0.14164,0.31849,0.82073,0.00128742,0.00128742,0.00128742
25,481.352,0.27102,0.18396,0.34463,0.81576,0.99846,1,0.995,0.98766,0.99846,1,0.995,0.99431,0.22844,0.14956,0.29521,0.80579,0.00127092,0.00127092,0.00127092
26,499.817,0.27454,0.21846,0.33699,0.82015,0.99904,1,0.995,0.98326,0.99904,1,0.995,0.99336,0.22522,0.15372,0.3055,0.80483,0.00125442,0.00125442,0.00125442
27,518.655,0.27398,0.20067,0.32643,0.81349,0.99871,1,0.995,0.98102,0.99871,1,0.995,0.99413,0.24097,0.16836,0.29372,0.80269,0.00123791,0.00123791,0.00123791
28,536.534,0.27843,0.19463,0.32204,0.79731,0.99868,1,0.995,0.98148,0.99868,1,0.995,0.99453,0.25946,0.13985,0.30896,0.81271,0.00122141,0.00122141,0.00122141
29,554.969,0.28916,0.17278,0.3277,0.81125,0.9988,1,0.995,0.98558,0.9988,1,0.995,0.99365,0.23573,0.1388,0.2935,0.8095,0.00120491,0.00120491,0.00120491
30,573.693,0.26793,0.17246,0.30645,0.80915,0.99849,1,0.995,0.98312,0.99849,1,0.995,0.99444,0.22237,0.13541,0.26681,0.80278,0.0011884,0.0011884,0.0011884
31,592.281,0.26129,0.1761,0.29281,0.80605,0.99859,1,0.995,0.9859,0.99859,1,0.995,0.99326,0.23237,0.1369,0.28371,0.80369,0.0011719,0.0011719,0.0011719
32,609.326,0.26119,0.18132,0.29764,0.79969,0.99887,1,0.995,0.9887,0.99887,1,0.995,0.99331,0.21522,0.14227,0.2721,0.79775,0.0011554,0.0011554,0.0011554
33,638.282,0.27212,0.18577,0.30633,0.81273,0.99881,1,0.995,0.98371,0.99881,1,0.995,0.99285,0.25073,0.14655,0.27002,0.81517,0.00113889,0.00113889,0.00113889
34,656.621,0.26546,0.17586,0.30223,0.80643,0.99887,1,0.995,0.99333,0.99887,1,0.995,0.99414,0.21636,0.13648,0.2656,0.80077,0.00112239,0.00112239,0.00112239
35,674.692,0.26544,0.1913,0.29686,0.81781,0.99908,1,0.995,0.98851,0.99908,1,0.995,0.9944,0.22672,0.15152,0.27288,0.79986,0.00110589,0.00110589,0.00110589
36,694.434,0.24627,0.17262,0.27535,0.80155,0.99812,1,0.995,0.98916,0.99812,1,0.995,0.99393,0.21016,0.13662,0.26341,0.79777,0.00108938,0.00108938,0.00108938
37,712.795,0.24814,0.17395,0.2788,0.80669,0.99863,1,0.995,0.99205,0.99863,1,0.995,0.99376,0.21591,0.14318,0.26585,0.80035,0.00107288,0.00107288,0.00107288
38,731.384,0.24231,0.18613,0.28085,0.80389,0.99849,1,0.995,0.98928,0.99849,1,0.995,0.99398,0.20232,0.13708,0.2589,0.79659,0.00105638,0.00105638,0.00105638
39,749.524,0.25344,0.17016,0.27577,0.81253,0.99823,1,0.995,0.98935,0.99823,1,0.995,0.99311,0.21717,0.13512,0.27115,0.79675,0.00103987,0.00103987,0.00103987
40,766.818,0.25838,0.17554,0.27845,0.8083,0.99875,1,0.995,0.98731,0.99875,1,0.995,0.99363,0.22002,0.14366,0.26621,0.79967,0.00102337,0.00102337,0.00102337
41,795.862,0.25082,0.18621,0.27028,0.81863,0.99894,1,0.995,0.99233,0.99894,1,0.995,0.99231,0.21652,0.15056,0.25732,0.80241,0.00100687,0.00100687,0.00100687
42,813.923,0.24078,0.18436,0.26119,0.79681,0.99794,1,0.995,0.98921,0.99794,1,0.995,0.99018,0.2355,0.1495,0.29354,0.80927,0.000990365,0.000990365,0.000990365
43,832.116,0.24312,0.17472,0.26118,0.80795,0.99878,1,0.995,0.99303,0.99878,1,0.995,0.99314,0.19809,0.13183,0.25283,0.80039,0.000973861,0.000973861,0.000973861
44,850.514,0.24747,0.17074,0.26338,0.80834,0.99888,1,0.995,0.995,0.99888,1,0.995,0.99317,0.19744,0.13444,0.24552,0.79962,0.000957358,0.000957358,0.000957358
45,868.82,0.22945,0.18166,0.25361,0.80033,0.99888,1,0.995,0.995,0.99888,1,0.995,0.99314,0.18601,0.13184,0.23906,0.7962,0.000940855,0.000940855,0.000940855
46,887.687,0.22354,0.16323,0.2469,0.8051,0.999,1,0.995,0.9939,0.999,1,0.995,0.99299,0.20163,0.13098,0.23856,0.8009,0.000924352,0.000924352,0.000924352
